latitude,longitude,frp_mw,brightness_temp_i4_k,brightness_temp_i5_k,confidence_pct,day_night_flag,persistence_days,total_detections_365d,frp_std_dev_pct,day_night_ratio,active_days_count,ndvi,nbr,dnbr,built_probability,trees_probability,crops_probability,water_probability,distance_to_industrial_m,distance_to_refinery_m,industrial_count_500m,burned_area_overlap,detection_month,class_label
14.05107,78.65575,15.239091417000232,317.7017704489061,326.03481019310317,34.01527401607468,night,9.623724853488943,8,18.21336051176211,0.32662350908440024,10,0.6190964405777795,-0.0622210569034234,-0.05711535568638794,0.2801465643570626,0.3693503120564986,0.39548395350391674,0.005192310631290867,8231,8782,0,0,7,Other/Unknown
28.34764,68.0,272.32458118868095,1981.3102080577596,342.3409677568307,99.05155344572239,night,236.8819323911036,288,9.303779865524518,0.7075141577017869,215,0.05740435834038603,-0.05933999840225269,0.06948418635718115,0.7126197081993317,0.18172010194115348,0.04921430842807864,0.07146547179281984,1621,39,1,0,3,Gas Flare
26.85583,71.51121,92.06976672906222,1637.075606298956,333.62173215306063,94.64866236556475,day,231.55451886282398,241,6.907192545705003,0.6721053599894531,0,0.17093971677241368,-0.06787307286331362,-0.06051937770139911,0.6297677466593398,0.015184118811180407,0.2984135678752705,0.07800336614641419,454,0,0,0,4,Gas Flare
25.22365,81.4803,55.92305398534734,723.7958832452442,363.8924396199056,69.7834985441916,day,8.45468837275164,11,57.610132335826385,0.5570066597122408,4,0.6444263864062912,-0.30837537516247343,0.7875173737254062,0.16158958718726543,0.7413007988540059,0.07630426779721282,0.030748483987974713,23019,56891,0,1,1,Wildfire
23.1137,73.29661,116.94228335392484,402.1071589201452,327.6441996268876,66.39578983226627,night,8.452561146335286,0,55.287075535693035,0.6525038487218262,3,0.3466445260305699,-0.20252349117924193,0.5576654503811858,0.17440732588940552,0.5202786670168653,0.2167798859581478,0.0938677240583309,14027,40557,0,0,6,Wildfire
27.91779,79.14468,53.36305408678728,421.583978953114,356.4467213676735,92.10393743300928,day,12.411680534432724,17,42.287771127110254,0.44979527138493697,7,0.37366150806498877,-0.07069441589952472,0.23335792758520305,0.12121647855195172,0.4298472767775827,0.4105103924013201,0.03613554608332309,7575,33127,0,1,7,Agricultural Burning
23.89033,73.4962,60.57911998062123,407.4357505196679,330.3603011527776,79.45692731066593,day,10.454579261553176,14,55.91036571988781,0.6341872443463236,9,0.42581137255924456,-0.3155315630767213,0.6007416739238916,0.009470357178717706,0.8102260489487347,0.10567264218511552,0.08291777905273286,23274,19580,0,1,1,Wildfire
26.67287,69.30158,184.9567152228222,2047.6079452843073,337.5440460199058,91.64071209252442,night,293.6150019432083,257,13.298265401585427,0.8489476668985455,192,0.24056022320320178,-0.07903876032356098,0.06043688851332869,0.6199016801535951,0.09353307384678095,0.24298777671634933,0.06034919320639466,1072,57,1,0,4,Gas Flare
21.85668,90.79739,162.58130271337538,468.78492060402226,345.57776721369953,86.0232364674906,night,10.73750773863489,14,67.07934971844634,0.6117522392144129,7,0.4178396511915461,-0.42964304233034983,0.6663204931990366,0.12353997811582738,0.8111706548145978,0.07152407806614167,0.011236847818610085,21538,43146,0,1,3,Wildfire
29.68329,81.81049,106.92729777146555,255.8300393981502,345.702574835864,57.09691048889431,night,20.502475168796085,10,50.83466582238848,0.41503376760931904,14,0.6079262548008733,-0.3294975166517279,0.6606351691407599,0.08542243554132274,0.8298137433611723,0.04271114072193215,0.030566143160105315,14873,50524,0,1,6,Wildfire
16.14583,82.1643,30.786703855790226,316.9675932112017,318.0239442991853,35.37766280646265,day,0.0,14,30.840105155576094,0.5709332104959278,0,0.49279475849961607,-0.09281676892988958,-0.030429695896903527,0.3832563288482953,0.2846659772780944,0.17865562318706163,0.16037591142290217,8471,22502,0,0,10,Other/Unknown
29.73574,76.48353,310.09803355851443,479.3511138804573,347.41192615320136,91.10991973323327,night,2.487668743343719,4,36.478693795810315,0.35589271258020966,7,0.5964667170726605,-0.342290648935337,0.8965423469845619,0.05535610820721554,0.8561487329559697,0.08622419911316946,0.010430930900200213,27650,33656,0,1,3,Wildfire
28.21245,80.87124,44.97696331106496,442.41404035361046,339.3976020953756,58.17177435149907,day,8.419851650644434,12,39.86416204081419,0.2720370193000776,9,0.5029160384017299,0.1200006908808446,0.20181670348360217,0.04910158205085256,0.14881747173705157,0.7454430024393802,0.03176413662749494,18932,26494,0,0,9,Agricultural Burning
27.54198,91.01492,347.85382240777653,596.5772086064759,338.43316792996796,88.26165436221352,night,4.244480377793275,12,21.15522225158307,0.3921408617598946,11,0.45052163866731654,-0.23686868667708177,0.6819837925889131,0.008078720957498038,0.7939927133918179,0.06585110600777314,0.1318464860653788,21532,24892,0,1,6,Wildfire
27.92165,84.82104,93.66737328632324,441.78345127719956,399.94743723024163,67.8228306621916,day,13.230289027379273,16,77.63184200733741,0.3784120875044979,3,0.6468896872675463,-0.1600268801005806,0.9874162363144464,0.0433651389104841,0.9151685128460731,0.0439641532751285,0.014290449290538972,19069,46661,0,1,5,Wildfire
24.94537,79.95254,308.93347017696016,408.31983474612207,342.1972018955093,91.26742907692616,night,10.429159046000334,18,28.096090883966085,0.39810647116978415,14,0.5510792906791249,0.0830404307666478,1.204758493451298,0.07047506378149584,0.8066321846985579,0.05295602717288435,0.07462122450046714,24109,24410,0,1,7,Wildfire
30.81094,80.05659,90.09046949865261,361.3898402657615,339.6842553188034,87.38360516170894,day,6.272496322438516,23,26.6478072649726,0.31804871098024085,3,0.5094603757984211,0.12489047361615445,0.2011470626760603,0.2292816478910589,0.04482794113020171,0.7220517130682987,0.01542534506132115,8304,20027,0,0,10,Agricultural Burning
24.4208,68.0,215.13042489410893,1607.811243025807,323.6839471398334,84.15670299282388,night,277.4706152251074,181,6.205440268104913,0.7210907794738461,114,0.21035179196288437,-0.009812970955404177,0.08441201953292957,0.8092336744846924,0.007681855852583596,0.1231192457416262,0.056685345729068,1509,127,0,0,2,Gas Flare
12.22892,83.24004,13.609119163916152,377.1277871048913,321.3746324438307,43.427257128730105,night,1.2411661096544238,21,45.08889190846605,0.4376691000937573,5,0.2767475910678087,-0.2451101017303208,0.15395684733545975,0.2928907351557829,0.17011891126776815,0.44450892740052916,0.13235463844369613,257,13642,0,0,9,Other/Unknown
28.15006,77.09294,32.788561211553755,347.22750233471163,342.5445925071333,69.73442361090892,night,1.9455485044193668,10,2.0163759299023445,0.37021938964112466,3,0.6644567927155455,0.03027558349745766,0.19237371536281292,0.06532983206419136,0.1108329857115645,0.8413515948500695,0.0,3230,20050,0,0,9,Agricultural Burning
23.01124,74.94961,211.74194566543753,621.0439442705893,348.1842053238593,81.69742198851516,day,14.702534262978986,113,39.785832245867894,0.3724511287732024,43,0.2374436298074851,-0.19490932589741977,0.07013116833663854,0.9332594615207954,0.01567487527671156,0.04009398982121742,0.026181321077157413,535,3954,4,0,8,Industrial Fire
20.43744,70.14765,196.89858064917308,1824.7033476592298,341.8110811466322,93.64034731265468,night,300.8156315390062,344,5.4106336798236345,0.6869710745683739,222,0.1398400159934082,-0.055917056764837686,0.11398472876051133,0.47315649804037513,0.10979017165793427,0.3010645528355718,0.0857919418141693,1652,62,0,0,5,Gas Flare
28.82094,77.35002,35.570771987817366,390.32632998217997,335.71199148618797,84.35806249758016,night,4.617002378103885,11,49.35475578131163,0.2687867388208457,1,0.3630316030825244,0.05323759062252344,0.18342536970093118,0.11193982162571856,0.08094006605096266,0.7758480308361473,0.029554222373670162,7233,5858,0,0,11,Agricultural Burning
23.55208,80.43978,381.4105870329673,595.3614077884652,364.8975238244593,74.1971734527237,day,16.07287557308656,60,26.50817747864199,0.4384031799323209,37,0.22208221277105814,0.011226252393262845,0.10157220431412911,0.7788681747601731,0.10331937163928279,0.11000691728038466,0.0,244,3159,6,0,4,Industrial Fire
28.91965,74.22723,49.73694143863993,384.80443396064896,315.88408592725415,67.31961362812818,day,6.306496864101228,19,45.270834374912766,0.45342035050985285,4,0.4551900661665277,0.09939406141346704,0.1865056103164372,0.12624887812118116,0.051028209662586636,0.8125385931746897,0.004799087782215998,873,22289,0,0,10,Agricultural Burning
16.82785,84.88223,2.6958177248947996,292.30914834150565,323.6288531399463,30.15711305361471,day,0.0,1,22.55431691169292,0.6574482173110229,4,0.27910139399130923,-0.018663561752370425,0.21477981423065468,0.3069875355475024,0.32434085015229114,0.37239746011110963,0.001050924222066273,7646,17544,1,0,9,Other/Unknown
21.36811,69.82531,3.0084450541310663,322.1281934198783,300.54349028241757,28.513158824488325,day,3.7819612982002933,12,23.569508420138686,0.46582814570816694,3,0.40275167919088223,0.3863938422938721,0.2511393060995786,0.3095470691293017,0.36557418637657707,0.2740859904041827,0.03706577593651267,6291,18395,1,0,10,Other/Unknown
27.25829,86.3279,24.782054049762216,668.9045961839237,347.2762870295605,77.62766835276753,night,9.426756745304727,14,36.945768972816545,0.392987578077851,3,0.4110142894762549,-0.28736652886113795,0.9887780039608268,0.08588071605632823,0.8638397787113554,0.014116013650539577,0.0763016447631045,13317,48551,0,1,2,Wildfire
29.25151,72.25802,289.7277055213826,2088.439207965412,328.8881891682061,92.74654538071374,night,268.89660369504037,363,5.886311629001874,0.7286034668601139,121,0.07560202266803989,-0.14266581245839655,-0.03846368336166266,0.7956045556637495,0.13371729141082192,0.007321699963349886,0.06431771550260108,1729,209,0,0,6,Gas Flare
24.87485,76.08085,105.53313221293612,428.7886930919815,332.16744944569115,70.95109371042466,day,9.984378394137103,11,56.92341347680821,0.4229605512717294,8,0.7656525020085172,-0.38539768159577537,0.7725127261057645,0.1583814416870044,0.7823640574106226,0.046677567129739715,0.03528750072682081,12871,39554,0,1,4,Wildfire
19.70539,73.28301,119.49672386878065,1131.0381788590746,319.5641336431347,61.42802033840088,night,137.86385924384578,142,19.39595458113256,0.6223635494685775,119,0.32807815539591295,-0.0824780188365819,-0.07084216337377351,0.31884868462511856,0.24632021615993893,0.3638065826567284,0.05065092213754263,5831,1419,0,0,6,Gas Flare
31.26307,86.28016,29.1870222003901,363.99072295517334,324.2915242325848,20.32551387518781,night,16.14180987096775,18,22.200882404644492,0.003526649841948987,11,0.7065249712857948,-0.008753112940980079,-0.05431618818082157,0.535532547046561,0.2789358626554046,0.07572940453639242,0.08199356211948834,3200,22755,1,0,5,Other/Unknown
32.40222,72.06278,31.391152964937564,286.3890472946209,337.71126307844276,71.37361798028714,night,5.691809949735269,26,39.63255417444724,0.26837728477647554,5,0.5890600347501287,0.17957222309896562,0.269366681643893,0.032661168657774756,0.10196025085333243,0.8331174893911244,0.047472054011946443,7931,20199,0,0,11,Agricultural Burning
15.25143,80.88123,110.5108738001656,358.9455759557771,332.787374606509,63.45421592071923,night,5.119612287454827,11,36.00223120913667,0.6816183319250836,14,0.4887524600075177,-0.12366079175856763,0.34288631074214143,0.05055954274146985,0.7335228180874717,0.14273350204370516,0.06667161557277806,16362,38910,0,1,3,Other/Unknown
32.17006,86.56735,173.62793043396823,482.36655615900764,321.59363808695,80.80644583350364,day,7.354355363584312,6,20.614881821463744,0.2075627411332338,10,0.257110664528377,-0.2641956331274624,0.7290237121867048,0.0,0.8287013699769961,0.1933995759342845,0.018573741224149627,22418,24942,0,1,2,Wildfire
18.60733,68.0,138.1599616990777,2072.2980862075983,315.39969096948766,95.35409999091775,night,301.51597618839816,263,9.656597691426166,0.6670227698896076,351,0.02909357884643268,-0.020299323438239425,0.038188002676746005,0.6895463301068973,0.09774415425729713,0.15064543688352136,0.026282721332084036,1758,162,0,0,3,Gas Flare
31.06077,75.14064,11.500947648323375,423.45126251421664,345.1351274384133,89.88248772128524,day,0.43463464238663985,18,13.302800864517858,0.3803493260070853,2,0.41570453256470324,0.02897811199954766,0.21878432235822554,0.10217794294420854,0.15460786618494132,0.6833317668216113,0.06469036320937002,7778,11418,0,0,9,Agricultural Burning
22.11553,72.88452,187.7759584274315,2223.5296931529547,322.19623626009667,91.15688884364624,night,199.6435571431424,300,7.501935507242224,0.8219290782058982,233,0.06303252472555387,-0.04870488159985366,0.07293803342160746,0.5686638766875992,0.10221653646320437,0.311679302220005,0.00678692729091128,1490,271,0,0,6,Gas Flare
25.13073,90.00292,44.50395439617493,446.22303161280496,325.5400589683508,52.033102460670534,day,7.737555158637572,5,69.81398865427428,0.5298603839503419,13,0.2760448351451367,-0.20335644490760238,0.34759786678985766,0.21081302207990948,0.5170372786217795,0.19741869691716868,0.08141165267988755,14018,30864,0,1,3,Wildfire
19.97307,77.08564,240.87271366676393,1958.2607829596525,330.11195095583633,90.69144254013796,night,239.4069766984352,303,2.8314640416978465,0.7636778334094273,337,0.10339282402225211,-0.01584826745074043,0.10710798580943215,0.6782423510130784,0.01751967820624741,0.3124803619167144,0.0,2456,152,1,0,8,Gas Flare
32.88125,88.37857,187.4088566944608,592.043214771749,327.1368450374703,84.17487598497209,day,5.02044568361844,13,53.54347554772265,0.3448470856995453,0,0.7523757135801641,-0.500735761827877,0.8775515039275434,0.11146986128902472,0.8053270309422513,0.02596787948264817,0.03350856799274617,19422,39770,0,1,3,Wildfire
27.35565,79.0611,93.62737516131482,380.15230364868023,302.37926492375954,78.57661469713744,day,5.327588463898868,34,22.846911019445997,0.3416941406135305,1,0.4880868150822699,0.14705628820535227,0.25949877664631,0.0958813074707137,0.1121137903369855,0.792780212063054,0.023096650456444875,13557,19561,0,0,11,Agricultural Burning
21.25515,88.01706,449.7874668993818,542.0807208189276,353.42008534875015,74.30494932786539,night,61.937669958370044,40,40.162468155288735,0.4473078234435767,28,0.29306706652093106,-0.08062104616516308,0.10396006219764328,0.7892671618288173,0.04723980998060513,0.11550697624028175,0.03056062422227283,242,7826,8,0,5,Industrial Fire
29.07256,77.68128,201.94448490969782,469.02868808736383,345.95429967726074,79.49392697043042,day,12.339466263058355,19,22.885391101887627,0.4593690374769813,0,0.4250597389480497,0.11509741596142029,0.5834793259249623,0.1245269660394294,0.49995516544038915,0.3421123432773098,0.02419919948370921,12875,11237,0,0,7,Agricultural Burning
22.57204,75.78984,416.89835312732856,472.21932724600094,350.9930882560195,77.35762708269517,day,49.63157328968709,93,24.089590257704877,0.4914577319867174,28,0.14660724455409813,0.06375545092481781,0.040173788276160236,0.677151679716789,0.1672863451033272,0.1180365254536256,0.0,249,5901,7,1,11,Industrial Fire
20.5702,91.46979,197.91726423279056,661.77917641564,327.82182898147533,96.47691367193579,night,33.91042144490177,106,44.97002657392065,0.3836275182131007,24,0.18383442178305145,0.047016196137499855,0.08310341362310032,0.7897417166403229,0.10004571500323953,0.11447872357912682,0.0,183,8573,2,0,11,Industrial Fire
25.01557,85.11378,84.76887067150055,207.61277712552766,357.86105263596716,77.67644310247199,day,7.263965412175264,10,66.78255042844471,0.4657437998316988,4,0.5728736955606499,-0.485443422678167,0.8657224802096017,0.13232941765946993,0.8319618471908223,0.015199312452365306,0.049024921497786575,14751,13587,0,1,2,Wildfire
19.05993,90.21792,27.85282883173244,402.1186445114192,325.4839750856007,55.076873514849844,night,18.741368981553713,9,80.2753136734748,0.48344814689096377,5,0.23840830685529493,0.11781057358703473,0.0075248805904323994,0.12647714690521975,0.3714078058919391,0.4393586733000256,0.04648834481086791,23159,17862,0,0,8,Other/Unknown
24.82711,70.24499,203.82594756501484,1871.611515036571,333.28424912259015,95.23988263543673,night,285.72852064682,348,11.949708952656152,0.7225526670606046,198,0.09834986385092673,0.022910967835107522,0.12398796796521534,0.6135180261179256,0.17022680534770726,0.13033750740269856,0.07699443774343952,1912,296,0,0,1,Gas Flare
28.31449,82.37279,348.0380140018645,242.26438623563868,372.2377105928015,85.87099970738225,day,7.872596322200094,7,41.14343547429206,0.4469870897677903,2,0.33728986037824227,-0.1132116515762483,0.9411942215547185,0.07379482899372404,0.7948249026039618,0.1184034791460582,0.04304420531123817,17683,20720,0,1,6,Wildfire
25.31156,77.34146,9.743028290304302,459.6549607026842,333.3070365075677,91.45826545006508,day,4.266957693196856,0,44.2176156444283,0.422691595742421,0,0.37751005498739876,0.03909523566425405,-0.029255773169227492,0.027852626733832334,0.10691051311875267,0.7787967528598005,0.08099438961120276,10508,8905,0,0,10,Agricultural Burning
21.81475,69.23191,210.75113419638367,1892.6382287494243,333.06386321744776,87.55772338008315,day,264.83679401793955,335,6.036213339195682,0.8625403569496526,199,0.16134100123281803,-0.09576658438651842,0.09112361922709304,0.5977173931230709,0.1272026395380484,0.1699574736643731,0.09693812887898104,2058,314,0,0,2,Gas Flare
29.86539,77.89397,82.89354471889115,307.0523726309111,326.21953351753865,81.10957873891628,night,1.4577758448465423,8,26.600627796949386,0.39538031429742676,1,0.43592836039229305,-0.04438810918788899,0.25741822334761033,0.09733921256566828,0.06748226754422344,0.7404171338819341,0.09415514615898943,4208,14732,0,1,10,Agricultural Burning
8.19704,90.31245,1.7765391307022655,379.7186688795012,322.7873012451001,23.606378303294214,day,7.069045981802968,9,21.938846058622516,0.7867736099085338,3,0.4611928869605109,0.23298385633228286,-0.07842349005189622,0.19594225756582662,0.2192198273685766,0.5091704785188408,0.07563518674434425,3958,10245,0,0,1,Other/Unknown
24.97157,70.6002,198.15257855810032,1785.8519155842005,314.5257784146019,91.23847756188827,night,274.56766680375495,269,5.767686212646497,0.6536903530276318,189,0.00038150979500849863,-0.022315306646792314,0.04003078363780527,0.3207342508969455,0.2147500581958247,0.3366538244054282,0.11810717937604583,1708,269,0,0,12,Gas Flare
27.50582,87.59779,146.65477697473372,383.7201534423374,346.82122843231866,88.4903710645299,night,12.022785615874179,13,50.19078852227263,0.4296373993832894,0,0.49596148403481227,-0.45855628702937323,0.6746153482880368,0.0,0.9425223357139361,0.032434698758748444,0.037270277654363665,11671,26041,0,1,5,Wildfire
25.81663,77.77963,145.86630550047667,485.635866667262,356.6109216758327,72.31244955052478,day,16.786569234774976,16,34.498869106859765,0.6746873064402062,9,0.3814812117334807,-0.40657508605615117,0.6190896810192611,0.1392802252043357,0.722468039759037,0.07292555402657508,0.07248240204579841,14231,36870,0,1,2,Wildfire
28.75843,76.56587,82.59687643942793,431.89870877316446,335.2887117155948,59.75458687272468,day,7.492715516060266,29,52.40978859318205,0.3237608728943919,5,0.317432249917017,-0.06729196499323704,0.09203670032457326,0.17160316254599714,0.12853587062444738,0.6308876653304392,0.10592650846304658,10325,20978,0,1,10,Agricultural Burning
25.56914,68.0,122.92138159090185,1987.8583038513916,341.2055680900045,94.28472813216078,day,298.42217755245827,362,13.830832868464128,0.7156095209345471,208,-0.0016410852709543254,-0.022638104228457936,0.04487892305106827,0.5608536231422706,0.15298148922796126,0.2465377096126141,0.043575669416546885,1377,96,0,0,8,Gas Flare
30.0838,79.24545,86.63002322977927,396.7697945712055,329.5485935025654,89.33170054171062,day,2.6307359872970935,7,38.52640150228865,0.3994941164926581,0,0.35764620535944874,0.06554237913915423,0.15379573095078017,0.19251916959400417,0.13066066610149174,0.6652288903737776,0.0,5606,13995,0,1,10,Agricultural Burning
19.70875,79.60972,214.7081653513646,417.3993671059319,340.35665807551806,88.54805934011499,night,22.771438880628377,78,24.653868923359973,0.42655640673887235,48,0.2080873505163567,-0.0797630691678004,0.18193715132418523,0.5937374057238967,0.15357174262042855,0.16957863221473946,0.09786330775856442,335,7170,2,0,4,Industrial Fire
19.80781,81.32905,247.00280025111599,508.4410232581181,371.56298563213477,80.68563144453985,day,11.133739895260305,19,29.590666384377997,0.43338898862490394,6,0.5850842322274126,-0.2852192831353055,0.8625118191474491,0.06612003108237359,0.880924206263067,0.021841085173787536,0.03501743960132374,11221,33473,0,1,3,Wildfire
20.84488,75.93391,113.09716486207707,963.4099438694539,337.5057786459791,72.67105249328975,night,97.59588015327124,88,32.641874810578095,0.6320723207881549,93,0.3235245647337508,-0.12867852751728265,-0.017710672749685137,0.48072250589327115,0.254541817566032,0.12544641395200376,0.08544796230812192,2543,23074,0,0,6,Gas Flare
28.98178,75.01422,57.35711328002509,339.33023451541476,347.10491771614943,75.97166227575643,day,6.499581077860777,12,27.7951685771429,0.48165839903232893,6,0.3623483679550994,0.038713403424503245,0.10684108084413942,0.1135776269574327,0.19116616511329176,0.631338152296749,0.06633798577145023,20845,18943,0,0,11,Agricultural Burning
6.5,80.31421,24.33891660974927,369.0289580956187,331.38998505541514,34.10452951422091,night,13.439020042443742,6,14.863249903231795,0.5060089650987661,13,0.11501023021206892,-0.14076860165173222,-9.138771329604035e-05,0.2504226333505457,0.2623699239628184,0.2360104017231404,0.2630022470873211,12846,22432,2,0,11,Other/Unknown
27.16891,74.63901,186.93765953432845,602.1330207718247,327.15502410916855,74.8093855423323,day,12.804498026445273,15,32.78912299652426,0.412110178163825,4,0.4545267844248253,-0.28273193200340646,0.9549602391825286,0.0952182604514993,0.7608901579203231,0.1052801050268061,0.05347336439127689,23227,58902,0,1,5,Wildfire
25.56352,72.01492,267.4185108917404,2095.7951791138144,334.8013096006874,95.81010115684697,night,161.37001328122093,351,9.200240378182336,0.6575176917867194,251,0.17519505866370252,-0.11273096813730091,0.01892548245185638,0.618848107093221,0.17138762148199901,0.21577034620895783,0.0,2709,280,2,0,2,Gas Flare
28.34692,82.72345,521.9786780826298,628.1097794461247,357.11475595862817,87.12937468538178,day,27.860710312595206,63,35.02151862639431,0.6114784978030094,14,0.2625852226371718,-0.13515345498141987,0.17180526596821968,0.7723589150500023,0.08390472651609533,0.026842939142991875,0.09583194867474353,286,6286,7,0,10,Industrial Fire
22.21052,73.26915,429.5148607854372,735.4428252431179,380.79449789031315,87.33433921002025,day,8.81533682088076,57,27.172433273653077,0.5536576945943791,33,0.34297410293532643,-0.11345582119601376,0.18433934521801276,0.6411835468037186,0.15351223190407984,0.07716195567732279,0.11273900442026871,477,7301,5,0,2,Industrial Fire
16.53033,84.90663,358.48934055393556,429.034586092625,374.98012825067906,92.56678435146634,day,1.0636942712801023,74,24.483246460541523,0.5653734834482202,27,0.18373168791507982,-0.03207726877015649,0.034780035858159856,0.7109515748609215,0.15624658656784324,0.07912550322918564,0.02573323124720299,594,8517,3,0,5,Industrial Fire
6.5,76.45598,21.00289037253867,284.3279720081635,327.581730676781,37.87629745657407,night,0.3604540658466787,4,63.41264212597961,0.48856742323222435,14,0.16910835709106892,-0.14629328288283855,0.10130165829630303,0.06184538865464944,0.4474080040672984,0.3804404952330829,0.1193585085331752,13614,4373,0,0,8,Other/Unknown
22.50174,71.96574,184.66293875564273,1310.353058385577,344.485480758215,96.13401578175926,night,150.65268307077247,231,12.738792960904252,0.655360238149936,168,0.20501823531892274,-0.11200818935154792,0.12852673903122588,0.5985272183457576,0.18981409567923532,0.1460943596059868,0.05568357518725774,1675,3486,2,0,6,Gas Flare
27.97636,79.85707,63.95773000223518,350.2303442621649,322.3397202580124,72.42230295504056,day,3.522367014753982,21,22.556352165551722,0.3300487390777938,2,0.4312553303683083,0.1296803742954736,0.05562023269927647,0.13986543668270554,0.043732490215166855,0.7542085961037959,0.06456774031726727,5143,9859,0,0,11,Agricultural Burning
28.57734,69.61604,351.1967431411349,1735.537196806189,333.31187657423555,86.97258562197189,night,221.73727044380317,303,12.909366908179958,0.6935242046500041,244,0.11428098999649196,-0.02577420112016117,0.005988495220818783,0.58625532939254,0.18573733862170455,0.2345032478161366,0.008501633534889214,1959,230,0,0,6,Gas Flare
16.78875,91.89993,15.761598151328377,228.33443369898387,295.89646563759607,34.40545796646944,night,2.9308372745316054,3,60.946730810743595,0.6469571093900252,11,0.5072185839621137,0.06264170255618896,0.10998222040708502,0.20218723967597735,0.6326300650674297,0.0012913734951388312,0.16808783174288533,0,20034,0,0,3,Other/Unknown
27.83852,76.77797,37.499251659021624,380.91753116098545,341.7163107241944,84.3986034983002,day,2.5762867841365877,20,41.13698953213069,0.41706215058587476,2,0.45697603250297797,0.03921317347374856,0.13597810802664292,0.23613917008859592,0.038241158264143475,0.7744044305471944,0.0,13431,32007,0,0,10,Agricultural Burning
24.17414,79.89566,22.369221302706343,375.75456179808185,297.2246077417022,29.910349811184552,night,4.117163067565798,10,46.37622812098983,0.2463697423690236,0,0.31244163629264327,0.09928982807177968,0.017695943844236013,0.3103907408597966,0.407779625923903,0.1362724042740878,0.13164540856600132,7772,19699,2,0,4,Other/Unknown
28.74566,77.58611,111.11737217162175,321.9498017806201,328.3570568020273,82.58846913747179,day,6.605971606317595,6,32.55967544652559,0.4385000515881195,6,0.4032082383238863,0.1963382224180678,0.12593481622943567,0.05995996784432184,0.1303578508671749,0.8117240185459396,0.005139720491846771,18634,6914,0,0,10,Agricultural Burning
